YCL066W (HMLALPHA1)	            n/a	          13282	      263	    8	    4
YCL007C           	            n/a	         107366	      654	    2	    0
YCL067C (HMLALPHA2)	            n/a	          13018	      263	    8	    4
YCL009C (ILV6)    	         105559	         105548	      147	    2	    1
YCR052W (RSC6)    	         214970	         214990	      254	    0	    0
YCR046C (IMG1)    	         210436	         210419	      294	    0	    2
YCR024C-B         	            n/a	         162861	       79	    0	    0
YCR059C (YIH1)    	         224241	         224226	      168	    1	    5
YCR027C (RHB1)    	         168194	         167995	     2886	    7	    0
YCL061C (MRC1)    	          22151	          22106	      322	    2	    2
YCR049C           	            n/a	         212313	     1146	    0	    0
YCR073C (SSK22)   	         246583	         246580	      379	    3	    1
YCL039W (GID7)    	            n/a	          52645	      304	    2	    0
YCR008W (SAT4)    	         128329	         128468	     1739	    6	    1
YCR060W (TAH1)    	         224380	         224395	      168	    1	    5
YCR064C           	            n/a	         228501	      804	   22	    0
YCL022C           	            n/a	          82085	     1534	    1	    0
YCL052C (PBN1)    	          35426	          35393	      471	    1	    0
YCR012W (PGK1)    	         137702	         137744	      872	   14	    2
YCL001W-B         	            n/a	         113768	      228	    0	    0
YCR014C (POL4)    	            n/a	         140931	      283	    0	    0
YCL018W (LEU2)    	            n/a	          91324	     7326	   14	    0
YCR100C           	            n/a	         302218	      260	    0	    0
YCL049C           	          40863	          40724	      763	    4	    0
YCL032W (STE50)   	          63402	          63441	      158	    0	    0
YCR030C (SYP1)    	         176484	         176434	     1061	    2	    0
YCR102W-A         	            n/a	         306732	     1267	    4	    0
YCR042C (TAF2)    	            n/a	         205393	      863	    4	    0
YCL068C           	            n/a	          12285	      100	    1	    0
YCR050C           	            n/a	         213768	      298	    2	    4
YCL059C (KRR1)    	          23413	          23379	      143	    1	    0
YCR067C (SED4)    	         236437	         236318	      891	    4	    0
YCL040W (GLK1)    	          50807	          50838	      210	    0	    1
YCL046W           	            n/a	          46640	     2202	    1	    1
YCL004W (PGS1)    	         109025	         109105	      313	    1	    0
YCR001W           	            n/a	         115683	     1660	    0	    0
YCR040W (MATALPHA1)	            n/a	         200438	      263	    3	    3
YCR069W (CPR4)    	         238841	         239051	      278	    1	    0
YCL034W (LSB5)    	          61627	          61658	      484	    4	    5
YCR010C (ADY2)    	            n/a	         133122	      599	   12	    1
YCR075C (ERS1)    	            n/a	         248812	      159	    2	    0
YCR073W-A (SOL2)  	         246945	         246960	      379	    3	    1
YCL005W (LDB16)   	         107978	         108021	      603	    2	    0
YCR048W (ARE1)    	            n/a	         211925	      383	    4	    0
YCL054W (SPB1)    	          31431	          31449	     2512	   33	    1
YCR017C (CWH43)   	         147663	         147632	      603	    3	    0
YCL041C           	            n/a	          50627	      210	    0	    1
YCR081W (SRB8)    	            n/a	         254368	      197	    0	    0
YDR123C (INO2)    	         699558	         699465	      846	    4	    1
YDL037C (BSC1)    	         385763	         385584	     1925	    6	    0
YDR525W-A (SNA2)  	        1490512	        1490588	      361	   22	    0
YDL225W (SHS1)    	          52405	          52446	      271	    4	    0
YDR414C (ERD1)    	        1296839	        1296678	      350	    0	    0
YDR342C (HXT7)    	            n/a	        1155922	     3679	    1	    1
YDR389W (SAC7)    	        1252275	        1252529	      902	    7	    0
YDR226W (ADK1)    	         916438	         916482	      557	    1	    3
YDR471W (RPL27B)  	        1401742	        1401762	      555	   12	    0
YDR395W (SXM1)    	        1263210	        1263316	      356	    4	    0
YDR070C (FMP16)   	         588428	         588377	      447	    2	    2
YDR203W           	            n/a	         857679	      867	    0	    0
YDR318W (MCM21)   	        1103601	        1103755	      329	    5	    0
YDR477W (SNF1)    	        1412114	        1412365	     1245	    2	    2
YDR140W (MTQ2)    	         734049	         734135	      213	    0	    1
YDR076W (RAD55)   	            n/a	         598465	      385	    0	    0
YDR289C (RTT103)  	            n/a	        1039505	      218	    0	    1
YDL026W           	            n/a	         404746	     1457	    7	    0
YDR166C (SEC5)    	         789272	         789218	      227	    0	    0
YDL128W (VCX1)    	         232562	         232652	      752	    2	    1
YDL172C           	            n/a	         149087	      116	    0	    0
YDR418W (RPL12B)  	            n/a	        1301608	      604	    9	    0
YDL028C (MPS1)    	         403346	         403288	      403	    7	    0
YDR461W (MFA1)    	        1385151	        1385168	      399	    6	    1
YDR319C           	        1105961	        1105824	      267	    0	    1
YDR214W (AHA1)    	         892767	         892872	      382	    4	    2
YDL194W (SNF3)    	            n/a	         111581	      550	    5	    0
YDR518W (EUG1)    	        1478581	        1478600	      250	    2	    3
YDL066W (IDP1)    	         334815	         334835	      438	    6	    0
YDL166C (FAP7)    	         164077	         164043	      247	    1	    2
YDL176W           	         142054	         142098	      375	    1	    0
YDR487C (RIB3)    	        1429029	        1428972	      207	    1	    1
YDR034W-B         	         521228	         521311	      621	    0	    0
YDR543C           	            n/a	        1524918	      161	    0	    0
YDR348C           	        1172043	        1171819	      560	    4	    1
YDR376W (ARH1)    	        1226773	        1226814	      285	    0	    0
YDR524C-A         	            n/a	        1489982	      605	   22	    0
YDR470C (UGO1)    	            n/a	        1401206	      555	   12	    0
